-106.6835988,31.90858659,492.5650239,1212.947
-106.6792622,31.90799102,491.1577617,1189.729
-106.6794074,31.90375054,491.79946,1189.842
-106.6793229,31.90143545,491.8346148,1184.131
-106.6793202,31.91153517,490.9237176,1192.702
-106.6793816,31.91524436,490.3092816,1192.323
-106.6751028,31.9152575,490.1779529,1184.751
-106.6750398,31.91153179,490.774402,1185.008
-106.675069,31.9078318,491.0094826,1181.909
-106.6750845,31.90389504,491.6741705,1181.476
-106.675159,31.89996324,492.316458,1182.848
-106.6750877,31.89616215,493.7270785,1191.526
-106.6758164,31.89225713,494.4039728,1191.964
-106.6750733,31.88811818,495.2747793,1191.886
-106.7286557,31.89098402,503.2529702,1258.073
-106.7260507,31.89512026,501.9919531,1258.339
-106.723501,31.89913452,500.7324086,1256.754
-106.7208924,31.90323636,498.8314069,1250.016
-106.7184874,31.90703697,497.7699784,1252.799
-106.7174676,31.9087649,497.3277611,1254.21
-106.7174736,31.91157092,496.826948,1253.779
-106.7174706,31.91537056,496.3414212,1254.284
-106.7174721,31.9191302,495.7813367,1254.455
-106.7174721,31.92295311,495.2126551,1255.253
-106.7174553,31.92677003,494.8660637,1255.12
-106.7174623,31.9305558,494.4803216,1255.29
-106.7174568,31.93435892,494.0282173,1253.765
-106.7174553,31.93816297,493.8266197,1253.22
-106.7174584,31.94205666,494.2833295,1255.118
-106.7174521,31.94585034,493.6672904,1252.862
-106.6497808,31.88127306,540.2972736,1154.621
-106.649867,31.88511364,539.8173482,1155.325
-106.6515682,31.88872325,539.0155524,1155.09
-106.6536501,31.892601,538.0566607,1154.186
-106.6561928,31.89617716,493.4951415,1154.629
-106.6568853,31.90023197,492.3086328,1149.476
-106.6573196,31.90389498,492.2341616,1156.975
-106.6571701,31.907733,491.4769065,1155.1
-106.6569482,31.91093652,490.7625052,1153.691
-106.6572409,31.91537014,489.931943,1150.746
-106.6578504,31.91927462,489.4346397,1150.783
-106.6584544,31.92309373,489.037598,1151.288
-106.6591064,31.92670622,488.7425313,1151.938
-106.6596594,31.93167015,488.3760155,1151.921
-106.6600634,31.93433779,488.236603,1151.872
-106.6617474,31.94574067,487.8417297,1154.378
-106.6604425,31.94181408,488.1939116,1154.931
-106.6604218,31.93781325,487.9587297,1151.979
-106.6393711,31.88603154,496.7339925,1146.972
-106.6393568,31.88871459,496.290632,1147.208
-106.6393531,31.89254176,495.7010029,1147.073
-106.6393569,31.89639004,495.1903656,1147.035
-106.6393453,31.90019492,494.7812504,1147.284
-106.639551,31.90385468,494.3174145,1147.741
